Material,Power_W,Speed_mm_s,Hatch_um,Layer_um,Width_um,Depth_um,Length_um,CoolingRate_K_s,LOF_Risk,Keyhole_Ratio,DefectSize_um,FatigueLimit_MPa
Ti-6Al-4V,100,2000,70,50,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,90,30,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,90,40,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,90,50,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,110,30,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,110,40,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,100,2000,110,50,85.7,20.2,112.3,0,True,0.2357059509918319,5.0,503.035770398012
Ti-6Al-4V,150,400,70,30,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,70,40,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,70,50,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,90,30,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,90,40,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,90,50,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,110,30,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,110,40,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,400,110,50,238.4,239.8,873.1,0,False,1.0058724832214765,40.0,355.7000044278334
Ti-6Al-4V,150,600,70,30,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,70,40,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,70,50,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,90,30,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,90,40,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,90,50,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,110,30,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,110,40,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,600,110,50,192.4,184.2,846.9,0,False,0.9573804573804572,40.0,355.7000044278334
Ti-6Al-4V,150,800,70,30,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,70,40,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,70,50,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,90,30,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,90,40,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,90,50,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,110,30,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,110,40,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,800,110,50,163.6,149.7,820.6,0,False,0.915036674816626,40.0,355.7000044278334
Ti-6Al-4V,150,1000,70,30,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,70,40,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,70,50,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,90,30,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,90,40,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,90,50,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,110,30,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,110,40,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1000,110,50,143.0,113.9,791.8,0,False,0.7965034965034965,40.0,355.7000044278334
Ti-6Al-4V,150,1200,70,30,149.6,56.2,182.6,0,False,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,70,40,149.6,56.2,182.6,0,False,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,70,50,149.6,56.2,182.6,0,True,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,90,30,149.6,56.2,182.6,0,False,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,90,40,149.6,56.2,182.6,0,False,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,90,50,149.6,56.2,182.6,0,True,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,110,30,149.6,56.2,182.6,0,False,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,110,40,149.6,56.2,182.6,0,True,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1200,110,50,149.6,56.2,182.6,0,True,0.375668449197861,5.0,503.035770398012
Ti-6Al-4V,150,1400,70,30,138.4,49.6,170.2,0,False,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,70,40,138.4,49.6,170.2,0,False,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,70,50,138.4,49.6,170.2,0,True,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,90,30,138.4,49.6,170.2,0,False,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,90,40,138.4,49.6,170.2,0,True,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,90,50,138.4,49.6,170.2,0,True,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,110,30,138.4,49.6,170.2,0,False,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,110,40,138.4,49.6,170.2,0,True,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1400,110,50,138.4,49.6,170.2,0,True,0.3583815028901734,5.0,503.035770398012
Ti-6Al-4V,150,1600,70,30,129.1,44.5,160.0,0,False,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,70,40,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,70,50,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,90,30,129.1,44.5,160.0,0,False,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,90,40,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,90,50,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,110,30,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,110,40,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1600,110,50,129.1,44.5,160.0,0,True,0.3446940356312936,5.0,503.035770398012
Ti-6Al-4V,150,1800,70,30,121.3,40.4,151.5,0,False,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,70,40,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,70,50,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,90,30,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,90,40,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,90,50,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,110,30,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,110,40,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,1800,110,50,121.3,40.4,151.5,0,True,0.3330585325638912,5.0,503.035770398012
Ti-6Al-4V,150,2000,70,30,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,70,40,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,70,50,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,90,30,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,90,40,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,90,50,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,110,30,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,110,40,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,150,2000,110,50,114.6,37.1,144.1,0,True,0.3237347294938918,5.0,503.035770398012
Ti-6Al-4V,200,400,70,30,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,70,40,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,70,50,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,90,30,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,90,40,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,90,50,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,110,30,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,110,40,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,400,110,50,278.6,295.3,1163.0,0,False,1.059942569992821,40.0,355.7000044278334
Ti-6Al-4V,200,600,70,30,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,70,40,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,70,50,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,90,30,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,90,40,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,90,50,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,110,30,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,110,40,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,600,110,50,226.1,230.9,1141.4,0,False,1.0212295444493589,40.0,355.7000044278334
Ti-6Al-4V,200,800,70,30,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,70,40,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,70,50,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,90,30,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,90,40,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,90,50,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,110,30,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,110,40,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,800,110,50,194.1,192.1,1123.1,0,False,0.9896960329726944,40.0,355.7000044278334
Ti-6Al-4V,200,1000,70,30,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,70,40,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,70,50,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,90,30,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,90,40,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,90,50,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,110,30,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,110,40,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1000,110,50,171.6,165.2,1104.6,0,False,0.9627039627039626,40.0,355.7000044278334
Ti-6Al-4V,200,1200,70,30,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,70,40,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,70,50,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,90,30,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,90,40,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,90,50,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,110,30,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,110,40,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1200,110,50,154.3,144.0,1046.4,0,False,0.933246921581335,40.0,355.7000044278334
Ti-6Al-4V,200,1400,70,30,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,70,40,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,70,50,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,90,30,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,90,40,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,90,50,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,110,30,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,110,40,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1400,110,50,161.5,73.8,195.7,0,False,0.4569659442724458,5.0,503.035770398012
Ti-6Al-4V,200,1600,70,30,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,70,40,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,70,50,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,90,30,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,90,40,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,90,50,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,110,30,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,110,40,151.6,67.7,184.8,0,False,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1600,110,50,151.6,67.7,184.8,0,True,0.4465699208443272,5.0,503.035770398012
Ti-6Al-4V,200,1800,70,30,143.4,56.8,175.7,0,False,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,70,40,143.4,56.8,175.7,0,False,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,70,50,143.4,56.8,175.7,0,True,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,90,30,143.4,56.8,175.7,0,False,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,90,40,143.4,56.8,175.7,0,False,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,90,50,143.4,56.8,175.7,0,True,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,110,30,143.4,56.8,175.7,0,False,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,110,40,143.4,56.8,175.7,0,True,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,1800,110,50,143.4,56.8,175.7,0,True,0.3960948396094839,5.0,503.035770398012
Ti-6Al-4V,200,2000,70,30,136.3,52.2,168.0,0,False,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,70,40,136.3,52.2,168.0,0,False,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,70,50,136.3,52.2,168.0,0,True,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,90,30,136.3,52.2,168.0,0,False,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,90,40,136.3,52.2,168.0,0,True,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,90,50,136.3,52.2,168.0,0,True,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,110,30,136.3,52.2,168.0,0,False,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,110,40,136.3,52.2,168.0,0,True,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,200,2000,110,50,136.3,52.2,168.0,0,True,0.3829787234042553,5.0,503.035770398012
Ti-6Al-4V,250,400,70,30,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,70,40,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,70,50,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
